comment,label,reply
This is the worst thing I've seen.,troll,"I understand your frustration, I'll do better."
Very well done!,appreciation,I'm happy you liked it!
This is the worst thing I've seen.,troll,"I understand your frustration, I'll do better."
You should just quit.,troll,"Sorry to hear that, I'll try to improve."
Very well done!,appreciation,"That means a lot, thanks!"
Did you even try?,troll,Apologies if this wasn't up to the mark.
Very well done!,appreciation,Thank you so much!
Terrible effort!,troll,"I understand your frustration, I'll do better."
Keep up the great work!,appreciation,Thank you so much!
I've seen better work from a 5-year-old.,troll,"I understand your frustration, I'll do better."
Brilliant execution!,appreciation,Thank you so much!
Great job on this project!,appreciation,Thanks a lot!
Pathetic!,troll,"Thanks for your feedback, I'll work on it."
You're an inspiration!,appreciation,"That means a lot, thanks!"
Fantastic effort!,appreciation,"That means a lot, thanks!"
Terrible effort!,troll,I'm always open to constructive criticism.
This is a complete waste of time.,troll,"I understand your frustration, I'll do better."
Pathetic!,troll,I'm always open to constructive criticism.
This is the worst thing I've seen.,troll,"I understand your frustration, I'll do better."
Great job on this project!,appreciation,I appreciate your kind words!
Brilliant execution!,appreciation,"That means a lot, thanks!"
Did you even try?,troll,I'm always open to constructive criticism.
You should just quit.,troll,"Thanks for your feedback, I'll work on it."
Keep up the great work!,appreciation,Thank you so much!
You have no idea what you're doing.,troll,I'm sorry you feel that way.
I love your work!,appreciation,Thank you so much!
I've seen better work from a 5-year-old.,troll,"I respect your opinion, and I'll keep improving."
Fantastic effort!,appreciation,I'm happy you liked it!
This is a complete waste of time.,troll,I apologize if this didn't meet your expectations.
Terrible effort!,troll,I apologize if this didn't meet your expectations.
Fantastic effort!,appreciation,I appreciate the encouragement!
Very well done!,appreciation,I appreciate the encouragement!
This is amazing!,appreciation,Thanks a ton!
This is outstanding!,appreciation,I'm happy you liked it!
You're an inspiration!,appreciation,Really appreciate it!
Stop posting garbage.,troll,I apologize if this didn't meet your expectations.
Fantastic effort!,appreciation,I'm happy you liked it!
I've seen better work from a 5-year-old.,troll,"Sorry to hear that, I'll try to improve."
I love your work!,appreciation,I appreciate your kind words!
"This helped me a lot, thank you!",appreciation,Thanks a lot!
I really appreciate your hard work!,appreciation,Thank you so much!
Stop posting garbage.,troll,"I understand your frustration, I'll do better."
I really appreciate your hard work!,appreciation,Really appreciate it!
This is outstanding!,appreciation,I appreciate the encouragement!
"This helped me a lot, thank you!",appreciation,I appreciate your kind words!
This is the worst thing I've seen.,troll,"I respect your opinion, and I'll keep improving."
You're really talented!,appreciation,I appreciate your kind words!
Pathetic!,troll,I'm always open to constructive criticism.
Fantastic effort!,appreciation,Thanks a lot!
Pathetic!,troll,I'm always open to constructive criticism.
Pathetic!,troll,I apologize if this didn't meet your expectations.
This is outstanding!,appreciation,"Thank you, that means the world to me!"
Stop posting garbage.,troll,I'm always open to constructive criticism.
Very well done!,appreciation,I appreciate the encouragement!
This is a complete waste of time.,troll,I'm sorry you feel that way.
You should just quit.,troll,I apologize if this didn't meet your expectations.
I love your work!,appreciation,Grateful for your support!
Very well done!,appreciation,I appreciate the encouragement!
Terrible effort!,troll,"Sorry to hear that, I'll try to improve."
I've seen better work from a 5-year-old.,troll,"I understand your frustration, I'll do better."
You should just quit.,troll,Apologies if this wasn't up to the mark.
This is the worst thing I've seen.,troll,I'm sorry you feel that way.
You're really talented!,appreciation,Thank you so much!
This is outstanding!,appreciation,"Thank you, that means the world to me!"
Terrible effort!,troll,"I respect your opinion, and I'll keep improving."
Stop posting garbage.,troll,I'm sorry you feel that way.
You have no idea what you're doing.,troll,"Thanks for your feedback, I'll work on it."
This is laughably bad.,troll,"I understand your frustration, I'll do better."
You're an inspiration!,appreciation,"That means a lot, thanks!"
Brilliant execution!,appreciation,I'm happy you liked it!
I really appreciate your hard work!,appreciation,Thank you so much!
Did you even try?,troll,I apologize if this didn't meet your expectations.
You have no idea what you're doing.,troll,Apologies if this wasn't up to the mark.
I really appreciate your hard work!,appreciation,Thanks a ton!
Very well done!,appreciation,"Thank you, that means the world to me!"
"This helped me a lot, thank you!",appreciation,Thanks a ton!
"This helped me a lot, thank you!",appreciation,Thanks a ton!
Pathetic!,troll,"Thanks for your feedback, I'll work on it."
You're really talented!,appreciation,Grateful for your support!
This is laughably bad.,troll,"Thanks for your feedback, I'll work on it."
This is an embarrassment.,troll,"Sorry to hear that, I'll try to improve."
You should just quit.,troll,I'm always open to constructive criticism.
Stop posting garbage.,troll,I'm sorry you feel that way.
Great job on this project!,appreciation,Thanks a lot!
This is outstanding!,appreciation,I appreciate the encouragement!
This is an embarrassment.,troll,I'm always open to constructive criticism.
You're really talented!,appreciation,I appreciate your kind words!
Stop posting garbage.,troll,I'm always open to constructive criticism.
This is a complete waste of time.,troll,"Thanks for your feedback, I'll work on it."
You're really talented!,appreciation,Thank you so much!
This is the worst thing I've seen.,troll,I'm sorry you feel that way.
This is the worst thing I've seen.,troll,"Thanks for your feedback, I'll work on it."
This is laughably bad.,troll,"I understand your frustration, I'll do better."
"This helped me a lot, thank you!",appreciation,Thanks a lot!
Very well done!,appreciation,Grateful for your support!
This is an embarrassment.,troll,I'm sorry you feel that way.
You have no idea what you're doing.,troll,Apologies if this wasn't up to the mark.
Fantastic effort!,appreciation,Really appreciate it!
You're an inspiration!,appreciation,Really appreciate it!
Terrible effort!,troll,I apologize if this didn't meet your expectations.
"This helped me a lot, thank you!",appreciation,"Thank you, that means the world to me!"
You should just quit.,troll,I'm always open to constructive criticism.
Did you even try?,troll,I'm always open to constructive criticism.
How do you even call this good?,troll,"Sorry to hear that, I'll try to improve."
This is amazing!,appreciation,Really appreciate it!
You have no idea what you're doing.,troll,I'm always open to constructive criticism.
This is amazing!,appreciation,Thank you so much!
This is laughably bad.,troll,I'm always open to constructive criticism.
Pathetic!,troll,Apologies if this wasn't up to the mark.
I really appreciate your hard work!,appreciation,Thanks a lot!
I really appreciate your hard work!,appreciation,Thanks a ton!
Keep up the great work!,appreciation,I appreciate your kind words!
"This helped me a lot, thank you!",appreciation,Thanks a ton!
This is an embarrassment.,troll,Apologies if this wasn't up to the mark.
How do you even call this good?,troll,"Thanks for your feedback, I'll work on it."
This is laughably bad.,troll,I'm sorry you feel that way.
How do you even call this good?,troll,"Sorry to hear that, I'll try to improve."
Brilliant execution!,appreciation,Really appreciate it!
Stop posting garbage.,troll,"Thanks for your feedback, I'll work on it."
This is laughably bad.,troll,"Thanks for your feedback, I'll work on it."
You're really talented!,appreciation,I appreciate your kind words!
This is an embarrassment.,troll,"I understand your frustration, I'll do better."
This is outstanding!,appreciation,I appreciate your kind words!
You have no idea what you're doing.,troll,"I respect your opinion, and I'll keep improving."
You should just quit.,troll,Apologies if this wasn't up to the mark.
This is an embarrassment.,troll,"Sorry to hear that, I'll try to improve."
I love your work!,appreciation,I'm happy you liked it!
I really appreciate your hard work!,appreciation,"That means a lot, thanks!"
You're an inspiration!,appreciation,I appreciate the encouragement!
Pathetic!,troll,Apologies if this wasn't up to the mark.
Very well done!,appreciation,Thank you so much!
You should just quit.,troll,Apologies if this wasn't up to the mark.
You should just quit.,troll,I'm always open to constructive criticism.
You're really talented!,appreciation,Thank you so much!
Great job on this project!,appreciation,Thanks a ton!
How do you even call this good?,troll,Apologies if this wasn't up to the mark.
You're an inspiration!,appreciation,"That means a lot, thanks!"
I've seen better work from a 5-year-old.,troll,"I understand your frustration, I'll do better."
